

Emo_Nback_RecMem_20160815,YALE,TF8HPRGG,3.000,01-Feb-2016,0.417,0.500,-0.083,-0.038,0.583,0.500,-0.210,0.500,0.500,0.000,0.000,0.500,0.500,0.000,0.583,0.250,0.333,-0.125,0.417,0.750,0.885,0.250,0.000,0.250,-0.500,0.750,1.000,1.888,0.333,0.500,0.500,0.167,0.500,0.500,0.667,0.333,0.667,0.167,0.400,0.500,0.500,0.500,0.714,0.400,0.556,0.500,0.000,0.200,0.556,0.444,0.444,0.222, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,UC80Z0WM,4.000,22-Jan-2016,0.333,0.250,0.083,-0.227,0.667,0.750,0.244,0.667,0.167,0.500,-0.167,0.333,0.833,1.398,0.583,0.333,0.250,-0.056,0.417,0.667,0.641,0.500,0.250,0.250,-0.167,0.500,0.750,0.674,0.333,0.833,1.000,0.500,0.333,0.500,0.167,0.500,0.500,0.167,0.300,0.667,0.667,0.600,0.500,0.667,0.500,0.500,0.500,0.444,0.875,0.125,0.750,0.375, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,UJ1389BN,3.000,08-Jan-2016,0.583,0.833,-0.250,0.167,0.417,0.167,-0.757,0.167,0.583,-0.417,-0.088,0.833,0.417,-1.178,0.417,0.417,0.000,-0.083,0.583,0.583,0.000,0.583,0.167,0.417,-0.214,0.417,0.833,1.178,0.667,0.167,0.333,0.833,0.500,0.167,0.500,0.333,0.667,0.500,0.500,0.333,0.000,0.100,0.714,0.000,0.333,0.667,0.500,0.500,0.778,0.778,0.444,0.111, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,URZU1N9V,4.000,08-Jan-2016,0.417,0.167,0.250,-0.278,0.583,0.833,0.757,0.417,0.250,0.167,-0.200,0.583,0.750,0.464,0.500,0.250,0.250,-0.167,0.500,0.750,0.674,0.583,0.250,0.333,-0.125,0.417,0.750,0.885,0.333,0.500,0.667,0.833,0.500,0.333,0.333,0.333,0.667,0.167,0.300,0.333,0.500,0.400,0.500,0.500,0.400,0.500,0.667,0.556,0.750,0.500,0.500,0.500, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,W03T0R3Y,4.000,29-Jan-2016,0.167,0.333,-0.167,-0.214,0.833,0.667,-0.537,0.500,0.250,0.250,-0.167,0.500,0.750,0.674,0.500,0.167,0.333,-0.250,0.500,0.833,0.967,0.083,0.000,0.083,-0.500,0.917,1.000,1.179,0.167,0.500,0.667,0.000,0.167,0.500,0.333,0.167,0.333,0.000,0.100,0.667,0.333,0.500,0.333,0.667,0.500,0.167,0.000,0.111,0.375,0.125,0.125,0.125, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,W5AYJVKM,4.000,08-Jan-2016,0.500,0.167,0.333,-0.250,0.500,0.833,0.967,0.833,0.167,0.667,0.000,0.167,0.833,1.935,0.500,0.000,0.500,-0.500,0.500,1.000,2.562,0.667,0.167,0.500,-0.167,0.333,0.833,1.398,0.667,0.833,0.667,0.667,0.333,0.833,0.333,0.667,0.667,0.333,0.400,0.833,0.833,0.800,0.667,0.333,0.400,0.667,0.667,0.667,1.000,0.750,0.250,0.500, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,XP71CVE9,4.000,07-Dec-2016,0.083,0.250,-0.167,-0.286,0.917,0.750,-0.709,0.250,0.417,-0.167,-0.143,0.750,0.583,-0.464,0.250,0.167,0.083,-0.318,0.750,0.833,0.293,0.167,0.333,-0.167,-0.214,0.833,0.667,-0.537,0.000,0.500,0.333,0.167,0.167,0.000,0.167,0.167,0.167,0.000,0.100,0.167,0.333,0.200,0.333,0.167,0.200,0.333,0.000,0.111,0.375,0.375,0.125,0.000, NaN, NaN,
